average_value_gap,blotto_nash_distance,blunder_rate,comparison_axis,connect4_optimal_move_accuracy,consistency,experiment_group,game,hallucination_rate,invalid_attempt_rate,is_section14_3,legality_rate,losses,matches,model,prompt_family,prompt_family_id,run_id,run_label,scope_id,scope_type,tie_rate,ties,win_rate,wins
,,,model_size_and_mixed_team_composition,,"{'variance_across_trials': 0.0, 'per_state_agreement': 1.0, 'outcome_stability': 1.0, 'accuracy_variance': None, 'nash_distance_variance': None}",internal_ai_tournament,blotto,1.0,1.0,True,0.0,0,60,qwen2_5_param_count_subset,structured_reasoning,,run_20260410_215707_032b2a0_dirty,model_scale_subset,qwen2_5_param_count_subset,model,1.0,60,0.0,0
,,,model_size_and_mixed_team_composition,,"{'variance_across_trials': 0.25, 'per_state_agreement': 0.48333333333333334, 'outcome_stability': 0.5, 'accuracy_variance': None, 'nash_distance_variance': None}",internal_ai_tournament,connect4,1.0,1.0,True,0.0,30,60,qwen2_5_param_count_subset,structured_reasoning,,run_20260410_215707_032b2a0_dirty,model_scale_subset,qwen2_5_param_count_subset,model,0.0,0,0.5,30
,,,model_size_and_mixed_team_composition,,"{'variance_across_trials': 0.0, 'per_state_agreement': None, 'outcome_stability': 1.0, 'accuracy_variance': None, 'nash_distance_variance': None}",blotto_vs_bots,blotto,1.0,1.0,True,0.0,0,48,qwen2_5_param_count_subset,structured_reasoning,,run_20260410_215707_032b2a0_dirty,model_scale_subset,qwen2_5_param_count_subset,model,1.0,48,0.0,0
15946.0209,,0.7236948236948237,model_size_and_mixed_team_composition,27.631666666666668,"{'variance_across_trials': 0.0, 'per_state_agreement': 0.5476190476190477, 'outcome_stability': 1.0, 'accuracy_variance': 257.4365305555555, 'nash_distance_variance': None}",connect4_oracle_accuracy,connect4,1.0,1.0,True,0.0,12,12,qwen2_5_param_count_subset,structured_reasoning,,run_20260410_215707_032b2a0_dirty,model_scale_subset,qwen2_5_param_count_subset,model,0.0,0,0.0,0
,,,model_size_and_mixed_team_composition,,"{'variance_across_trials': 0.0, 'per_state_agreement': 1.0, 'outcome_stability': 1.0, 'accuracy_variance': None, 'nash_distance_variance': None}",internal_ai_tournament,blotto,1.0,1.0,True,0.0,0,60,qwen2_5_param_count_subset,structured_reasoning,,run_20260410_215707_032b2a0_dirty,model_scale_subset,structured_reasoning_v1,prompt,1.0,60,0.0,0
,,,model_size_and_mixed_team_composition,,"{'variance_across_trials': 0.25, 'per_state_agreement': 0.48333333333333334, 'outcome_stability': 0.5, 'accuracy_variance': None, 'nash_distance_variance': None}",internal_ai_tournament,connect4,1.0,1.0,True,0.0,30,60,qwen2_5_param_count_subset,structured_reasoning,,run_20260410_215707_032b2a0_dirty,model_scale_subset,structured_reasoning_v1,prompt,0.0,0,0.5,30
,,,model_size_and_mixed_team_composition,,"{'variance_across_trials': 0.0, 'per_state_agreement': None, 'outcome_stability': 1.0, 'accuracy_variance': None, 'nash_distance_variance': None}",blotto_vs_bots,blotto,1.0,1.0,True,0.0,0,48,qwen2_5_param_count_subset,structured_reasoning,,run_20260410_215707_032b2a0_dirty,model_scale_subset,structured_reasoning_v1,prompt,1.0,48,0.0,0
15946.0209,,0.7236948236948237,model_size_and_mixed_team_composition,27.631666666666668,"{'variance_across_trials': 0.0, 'per_state_agreement': 0.5476190476190477, 'outcome_stability': 1.0, 'accuracy_variance': 257.4365305555555, 'nash_distance_variance': None}",connect4_oracle_accuracy,connect4,1.0,1.0,True,0.0,12,12,qwen2_5_param_count_subset,structured_reasoning,,run_20260410_215707_032b2a0_dirty,model_scale_subset,structured_reasoning_v1,prompt,0.0,0,0.0,0
,,,quantization_and_mixed_team_composition,,"{'variance_across_trials': 0.0, 'per_state_agreement': None, 'outcome_stability': 1.0, 'accuracy_variance': None, 'nash_distance_variance': None}",internal_ai_tournament,blotto,1.0,1.0,True,0.0,0,10,qwen2_5_7b_quantization_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215734_032b2a0_dirty,quantization_subset,parallel_qmix,architecture,1.0,10,0.0,0
,,,quantization_and_mixed_team_composition,,"{'variance_across_trials': 0.0, 'per_state_agreement': None, 'outcome_stability': 1.0, 'accuracy_variance': None, 'nash_distance_variance': None}",internal_ai_tournament,blotto,1.0,1.0,True,0.0,0,10,qwen2_5_7b_quantization_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215734_032b2a0_dirty,quantization_subset,parallel_f16f16q4,architecture,1.0,10,0.0,0
,,,quantization_and_mixed_team_composition,,"{'variance_across_trials': 0.24, 'per_state_agreement': 0.45, 'outcome_stability': 0.6, 'accuracy_variance': None, 'nash_distance_variance': None}",internal_ai_tournament,connect4,1.0,1.0,True,0.0,6,10,qwen2_5_7b_quantization_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215734_032b2a0_dirty,quantization_subset,parallel_qmix,architecture,0.0,0,0.4,4
,,,quantization_and_mixed_team_composition,,"{'variance_across_trials': 0.25, 'per_state_agreement': 0.4375, 'outcome_stability': 0.5, 'accuracy_variance': None, 'nash_distance_variance': None}",internal_ai_tournament,connect4,1.0,1.0,True,0.0,5,10,qwen2_5_7b_quantization_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215734_032b2a0_dirty,quantization_subset,parallel_f16f16q4,architecture,0.0,0,0.5,5
,,,quantization_and_mixed_team_composition,,"{'variance_across_trials': 0.0, 'per_state_agreement': None, 'outcome_stability': 1.0, 'accuracy_variance': None, 'nash_distance_variance': None}",internal_ai_tournament,blotto,1.0,1.0,True,0.0,0,10,qwen2_5_7b_quantization_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215734_032b2a0_dirty,quantization_subset,parallel_q4q4f16,architecture,1.0,10,0.0,0
,,,quantization_and_mixed_team_composition,,"{'variance_across_trials': 0.16, 'per_state_agreement': 0.3333333333333333, 'outcome_stability': 0.8, 'accuracy_variance': None, 'nash_distance_variance': None}",internal_ai_tournament,connect4,1.0,1.0,True,0.0,2,10,qwen2_5_7b_quantization_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215734_032b2a0_dirty,quantization_subset,parallel_q4q4f16,architecture,0.0,0,0.8,8
,,,quantization_and_mixed_team_composition,,"{'variance_across_trials': 0.0, 'per_state_agreement': None, 'outcome_stability': 1.0, 'accuracy_variance': None, 'nash_distance_variance': None}",internal_ai_tournament,blotto,1.0,1.0,True,0.0,0,10,qwen2_5_7b_quantization_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215734_032b2a0_dirty,quantization_subset,hierarchical_qmix,architecture,1.0,10,0.0,0
,,,quantization_and_mixed_team_composition,,"{'variance_across_trials': 0.24, 'per_state_agreement': 0.4166666666666667, 'outcome_stability': 0.6, 'accuracy_variance': None, 'nash_distance_variance': None}",internal_ai_tournament,connect4,1.0,1.0,True,0.0,6,10,qwen2_5_7b_quantization_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215734_032b2a0_dirty,quantization_subset,hierarchical_qmix,architecture,0.0,0,0.4,4
,,,quantization_and_mixed_team_composition,,"{'variance_across_trials': 0.0, 'per_state_agreement': None, 'outcome_stability': 1.0, 'accuracy_variance': None, 'nash_distance_variance': None}",internal_ai_tournament,blotto,1.0,1.0,True,0.0,0,10,qwen2_5_7b_quantization_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215734_032b2a0_dirty,quantization_subset,hierarchical_f16f16q4,architecture,1.0,10,0.0,0
,,,quantization_and_mixed_team_composition,,"{'variance_across_trials': 0.25, 'per_state_agreement': 0.6666666666666666, 'outcome_stability': 0.5, 'accuracy_variance': None, 'nash_distance_variance': None}",internal_ai_tournament,connect4,1.0,1.0,True,0.0,5,10,qwen2_5_7b_quantization_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215734_032b2a0_dirty,quantization_subset,hierarchical_f16f16q4,architecture,0.0,0,0.5,5
,,,quantization_and_mixed_team_composition,,"{'variance_across_trials': 0.0, 'per_state_agreement': None, 'outcome_stability': 1.0, 'accuracy_variance': None, 'nash_distance_variance': None}",internal_ai_tournament,blotto,1.0,1.0,True,0.0,0,10,qwen2_5_7b_quantization_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215734_032b2a0_dirty,quantization_subset,hierarchical_q4q4f16,architecture,1.0,10,0.0,0
,,,quantization_and_mixed_team_composition,,"{'variance_across_trials': 0.24, 'per_state_agreement': 0.5, 'outcome_stability': 0.6, 'accuracy_variance': None, 'nash_distance_variance': None}",internal_ai_tournament,connect4,1.0,1.0,True,0.0,6,10,qwen2_5_7b_quantization_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215734_032b2a0_dirty,quantization_subset,hierarchical_q4q4f16,architecture,0.0,0,0.4,4
,,,quantization_and_mixed_team_composition,,"{'variance_across_trials': 0.0, 'per_state_agreement': None, 'outcome_stability': 1.0, 'accuracy_variance': None, 'nash_distance_variance': None}",blotto_vs_bots,blotto,1.0,1.0,True,0.0,0,8,qwen2_5_7b_quantization_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215734_032b2a0_dirty,quantization_subset,parallel_qmix,architecture,1.0,8,0.0,0
,,,quantization_and_mixed_team_composition,,"{'variance_across_trials': 0.0, 'per_state_agreement': None, 'outcome_stability': 1.0, 'accuracy_variance': None, 'nash_distance_variance': None}",blotto_vs_bots,blotto,1.0,1.0,True,0.0,0,8,qwen2_5_7b_quantization_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215734_032b2a0_dirty,quantization_subset,parallel_f16f16q4,architecture,1.0,8,0.0,0
,,,quantization_and_mixed_team_composition,,"{'variance_across_trials': 0.0, 'per_state_agreement': None, 'outcome_stability': 1.0, 'accuracy_variance': None, 'nash_distance_variance': None}",blotto_vs_bots,blotto,1.0,1.0,True,0.0,0,8,qwen2_5_7b_quantization_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215734_032b2a0_dirty,quantization_subset,parallel_q4q4f16,architecture,1.0,8,0.0,0
,,,quantization_and_mixed_team_composition,,"{'variance_across_trials': 0.0, 'per_state_agreement': None, 'outcome_stability': 1.0, 'accuracy_variance': None, 'nash_distance_variance': None}",blotto_vs_bots,blotto,1.0,1.0,True,0.0,0,8,qwen2_5_7b_quantization_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215734_032b2a0_dirty,quantization_subset,hierarchical_qmix,architecture,1.0,8,0.0,0
,,,quantization_and_mixed_team_composition,,"{'variance_across_trials': 0.0, 'per_state_agreement': None, 'outcome_stability': 1.0, 'accuracy_variance': None, 'nash_distance_variance': None}",blotto_vs_bots,blotto,1.0,1.0,True,0.0,0,8,qwen2_5_7b_quantization_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215734_032b2a0_dirty,quantization_subset,hierarchical_f16f16q4,architecture,1.0,8,0.0,0
,,,quantization_and_mixed_team_composition,,"{'variance_across_trials': 0.0, 'per_state_agreement': None, 'outcome_stability': 1.0, 'accuracy_variance': None, 'nash_distance_variance': None}",blotto_vs_bots,blotto,1.0,1.0,True,0.0,0,8,qwen2_5_7b_quantization_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215734_032b2a0_dirty,quantization_subset,hierarchical_q4q4f16,architecture,1.0,8,0.0,0
10009.53845,,0.6692307692307693,quantization_and_mixed_team_composition,33.075,"{'variance_across_trials': 0.0, 'per_state_agreement': 0.5, 'outcome_stability': 1.0, 'accuracy_variance': 170.95562499999997, 'nash_distance_variance': None}",connect4_oracle_accuracy,connect4,1.0,1.0,True,0.0,2,2,qwen2_5_7b_quantization_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215734_032b2a0_dirty,quantization_subset,parallel_qmix,architecture,0.0,0,0.0,0
22497.0,,0.675,quantization_and_mixed_team_composition,32.5,"{'variance_across_trials': 0.0, 'per_state_agreement': 0.5, 'outcome_stability': 1.0, 'accuracy_variance': 56.25, 'nash_distance_variance': None}",connect4_oracle_accuracy,connect4,1.0,1.0,True,0.0,2,2,qwen2_5_7b_quantization_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215734_032b2a0_dirty,quantization_subset,parallel_f16f16q4,architecture,0.0,0,0.0,0
12515.36365,,0.7727272727272727,quantization_and_mixed_team_composition,22.725,"{'variance_across_trials': 0.0, 'per_state_agreement': 0.5, 'outcome_stability': 1.0, 'accuracy_variance': 516.4256250000001, 'nash_distance_variance': None}",connect4_oracle_accuracy,connect4,1.0,1.0,True,0.0,2,2,qwen2_5_7b_quantization_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215734_032b2a0_dirty,quantization_subset,parallel_q4q4f16,architecture,0.0,0,0.0,0
10785.375,,0.6931818181818181,quantization_and_mixed_team_composition,30.68,"{'variance_across_trials': 0.0, 'per_state_agreement': 0.5, 'outcome_stability': 1.0, 'accuracy_variance': 32.2624, 'nash_distance_variance': None}",connect4_oracle_accuracy,connect4,1.0,1.0,True,0.0,2,2,qwen2_5_7b_quantization_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215734_032b2a0_dirty,quantization_subset,hierarchical_qmix,architecture,0.0,0,0.0,0
8715.02275,,0.39015151515151514,quantization_and_mixed_team_composition,60.985,"{'variance_across_trials': 0.0, 'per_state_agreement': 0.75, 'outcome_stability': 1.0, 'accuracy_variance': 7.049025000000006, 'nash_distance_variance': None}",connect4_oracle_accuracy,connect4,1.0,1.0,True,0.0,2,2,qwen2_5_7b_quantization_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215734_032b2a0_dirty,quantization_subset,hierarchical_f16f16q4,architecture,0.0,0,0.0,0
13126.5625,,0.61875,quantization_and_mixed_team_composition,38.125,"{'variance_across_trials': 0.0, 'per_state_agreement': 0.5, 'outcome_stability': 1.0, 'accuracy_variance': 328.515625, 'nash_distance_variance': None}",connect4_oracle_accuracy,connect4,1.0,1.0,True,0.0,2,2,qwen2_5_7b_quantization_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215734_032b2a0_dirty,quantization_subset,hierarchical_q4q4f16,architecture,0.0,0,0.0,0
,,,quantization_and_mixed_team_composition,,"{'variance_across_trials': 0.0, 'per_state_agreement': 1.0, 'outcome_stability': 1.0, 'accuracy_variance': None, 'nash_distance_variance': None}",internal_ai_tournament,blotto,1.0,1.0,True,0.0,0,60,qwen2_5_7b_quantization_subset,structured_reasoning,,run_20260410_215734_032b2a0_dirty,quantization_subset,qwen2_5_7b_quantization_subset,model,1.0,60,0.0,0
,,,quantization_and_mixed_team_composition,,"{'variance_across_trials': 0.25, 'per_state_agreement': 0.4488095238095238, 'outcome_stability': 0.5, 'accuracy_variance': None, 'nash_distance_variance': None}",internal_ai_tournament,connect4,1.0,1.0,True,0.0,30,60,qwen2_5_7b_quantization_subset,structured_reasoning,,run_20260410_215734_032b2a0_dirty,quantization_subset,qwen2_5_7b_quantization_subset,model,0.0,0,0.5,30
,,,quantization_and_mixed_team_composition,,"{'variance_across_trials': 0.0, 'per_state_agreement': None, 'outcome_stability': 1.0, 'accuracy_variance': None, 'nash_distance_variance': None}",blotto_vs_bots,blotto,1.0,1.0,True,0.0,0,48,qwen2_5_7b_quantization_subset,structured_reasoning,,run_20260410_215734_032b2a0_dirty,quantization_subset,qwen2_5_7b_quantization_subset,model,1.0,48,0.0,0
12941.477058333334,,0.6365068958818959,quantization_and_mixed_team_composition,36.348333333333336,"{'variance_across_trials': 0.0, 'per_state_agreement': 0.39999999999999997, 'outcome_stability': 1.0, 'accuracy_variance': 327.4716305555556, 'nash_distance_variance': None}",connect4_oracle_accuracy,connect4,1.0,1.0,True,0.0,12,12,qwen2_5_7b_quantization_subset,structured_reasoning,,run_20260410_215734_032b2a0_dirty,quantization_subset,qwen2_5_7b_quantization_subset,model,0.0,0,0.0,0
,,,quantization_and_mixed_team_composition,,"{'variance_across_trials': 0.0, 'per_state_agreement': 1.0, 'outcome_stability': 1.0, 'accuracy_variance': None, 'nash_distance_variance': None}",internal_ai_tournament,blotto,1.0,1.0,True,0.0,0,60,qwen2_5_7b_quantization_subset,structured_reasoning,,run_20260410_215734_032b2a0_dirty,quantization_subset,structured_reasoning_v1,prompt,1.0,60,0.0,0
,,,quantization_and_mixed_team_composition,,"{'variance_across_trials': 0.25, 'per_state_agreement': 0.4488095238095238, 'outcome_stability': 0.5, 'accuracy_variance': None, 'nash_distance_variance': None}",internal_ai_tournament,connect4,1.0,1.0,True,0.0,30,60,qwen2_5_7b_quantization_subset,structured_reasoning,,run_20260410_215734_032b2a0_dirty,quantization_subset,structured_reasoning_v1,prompt,0.0,0,0.5,30
,,,quantization_and_mixed_team_composition,,"{'variance_across_trials': 0.0, 'per_state_agreement': None, 'outcome_stability': 1.0, 'accuracy_variance': None, 'nash_distance_variance': None}",blotto_vs_bots,blotto,1.0,1.0,True,0.0,0,48,qwen2_5_7b_quantization_subset,structured_reasoning,,run_20260410_215734_032b2a0_dirty,quantization_subset,structured_reasoning_v1,prompt,1.0,48,0.0,0
12941.477058333334,,0.6365068958818959,quantization_and_mixed_team_composition,36.348333333333336,"{'variance_across_trials': 0.0, 'per_state_agreement': 0.39999999999999997, 'outcome_stability': 1.0, 'accuracy_variance': 327.4716305555556, 'nash_distance_variance': None}",connect4_oracle_accuracy,connect4,1.0,1.0,True,0.0,12,12,qwen2_5_7b_quantization_subset,structured_reasoning,,run_20260410_215734_032b2a0_dirty,quantization_subset,structured_reasoning_v1,prompt,0.0,0,0.0,0
,0.127,,model_size_and_mixed_team_composition,,"{'variance_across_trials': 0.24, 'per_state_agreement': None, 'outcome_stability': 0.6, 'accuracy_variance': None, 'nash_distance_variance': 0.0017410000000000001}",internal_ai_tournament,blotto,0.0,0.0,True,1.0,6,10,qwen2_5_param_count_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215833_032b2a0_dirty,model_scale_subset,parallel_lmh,architecture,0.0,0,0.4,4
,0.10300000000000001,,model_size_and_mixed_team_composition,,"{'variance_across_trials': 0.2225, 'per_state_agreement': None, 'outcome_stability': 0.5, 'accuracy_variance': None, 'nash_distance_variance': 0.005861000000000001}",internal_ai_tournament,blotto,0.0,0.0,True,1.0,5,10,qwen2_5_param_count_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215833_032b2a0_dirty,model_scale_subset,parallel_hhl,architecture,0.1,1,0.4,4
,,,model_size_and_mixed_team_composition,,"{'variance_across_trials': 0.21, 'per_state_agreement': 0.7916666666666666, 'outcome_stability': 0.7, 'accuracy_variance': None, 'nash_distance_variance': None}",internal_ai_tournament,connect4,0.0,0.0,True,1.0,7,10,qwen2_5_param_count_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215833_032b2a0_dirty,model_scale_subset,parallel_lmh,architecture,0.0,0,0.3,3
,,,model_size_and_mixed_team_composition,,"{'variance_across_trials': 0.24, 'per_state_agreement': 0.8611111111111112, 'outcome_stability': 0.6, 'accuracy_variance': None, 'nash_distance_variance': None}",internal_ai_tournament,connect4,0.0,0.0,True,1.0,4,10,qwen2_5_param_count_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215833_032b2a0_dirty,model_scale_subset,parallel_hhl,architecture,0.0,0,0.6,6
,0.097,,model_size_and_mixed_team_composition,,"{'variance_across_trials': 0.19, 'per_state_agreement': None, 'outcome_stability': 0.5, 'accuracy_variance': None, 'nash_distance_variance': 0.005361}",internal_ai_tournament,blotto,0.0,0.0,True,1.0,3,10,qwen2_5_param_count_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215833_032b2a0_dirty,model_scale_subset,parallel_llh,architecture,0.2,2,0.5,5
,,,model_size_and_mixed_team_composition,,"{'variance_across_trials': 0.24, 'per_state_agreement': 0.6041666666666666, 'outcome_stability': 0.6, 'accuracy_variance': None, 'nash_distance_variance': None}",internal_ai_tournament,connect4,0.0,0.0,True,1.0,4,10,qwen2_5_param_count_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215833_032b2a0_dirty,model_scale_subset,parallel_llh,architecture,0.0,0,0.6,6
,0.088,,model_size_and_mixed_team_composition,,"{'variance_across_trials': 0.25, 'per_state_agreement': None, 'outcome_stability': 0.5, 'accuracy_variance': None, 'nash_distance_variance': 0.0027359999999999997}",internal_ai_tournament,blotto,0.0,0.0,True,1.0,5,10,qwen2_5_param_count_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215833_032b2a0_dirty,model_scale_subset,hierarchical_lmh,architecture,0.0,0,0.5,5
,,,model_size_and_mixed_team_composition,,"{'variance_across_trials': 0.21, 'per_state_agreement': 0.5833333333333334, 'outcome_stability': 0.7, 'accuracy_variance': None, 'nash_distance_variance': None}",internal_ai_tournament,connect4,0.0,0.0,True,1.0,7,10,qwen2_5_param_count_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215833_032b2a0_dirty,model_scale_subset,hierarchical_lmh,architecture,0.0,0,0.3,3
,0.071,,model_size_and_mixed_team_composition,,"{'variance_across_trials': 0.16, 'per_state_agreement': None, 'outcome_stability': 0.8, 'accuracy_variance': None, 'nash_distance_variance': 0.001709}",internal_ai_tournament,blotto,0.0,0.0,True,1.0,2,10,qwen2_5_param_count_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215833_032b2a0_dirty,model_scale_subset,hierarchical_hhl,architecture,0.0,0,0.8,8
,,,model_size_and_mixed_team_composition,,"{'variance_across_trials': 0.16, 'per_state_agreement': 0.6527777777777778, 'outcome_stability': 0.8, 'accuracy_variance': None, 'nash_distance_variance': None}",internal_ai_tournament,connect4,0.0,0.0,True,1.0,2,10,qwen2_5_param_count_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215833_032b2a0_dirty,model_scale_subset,hierarchical_hhl,architecture,0.0,0,0.8,8
,0.08777777777777777,,model_size_and_mixed_team_composition,,"{'variance_across_trials': 0.1625, 'per_state_agreement': None, 'outcome_stability': 0.7, 'accuracy_variance': None, 'nash_distance_variance': 0.004195061728395062}",internal_ai_tournament,blotto,0.1,0.1,True,0.9,7,10,qwen2_5_param_count_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215833_032b2a0_dirty,model_scale_subset,hierarchical_llh,architecture,0.1,1,0.2,2
,,,model_size_and_mixed_team_composition,,"{'variance_across_trials': 0.24, 'per_state_agreement': 0.6666666666666666, 'outcome_stability': 0.6, 'accuracy_variance': None, 'nash_distance_variance': None}",internal_ai_tournament,connect4,0.0,0.0,True,1.0,6,10,qwen2_5_param_count_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215833_032b2a0_dirty,model_scale_subset,hierarchical_llh,architecture,0.0,0,0.4,4
,0.14375,,model_size_and_mixed_team_composition,,"{'variance_across_trials': 0.234375, 'per_state_agreement': None, 'outcome_stability': 0.625, 'accuracy_variance': None, 'nash_distance_variance': 0.0043734375}",blotto_vs_bots,blotto,0.0,0.0,True,1.0,3,8,qwen2_5_param_count_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215833_032b2a0_dirty,model_scale_subset,parallel_lmh,architecture,0.0,0,0.625,5
,0.1175,,model_size_and_mixed_team_composition,,"{'variance_across_trials': 0.25, 'per_state_agreement': None, 'outcome_stability': 0.5, 'accuracy_variance': None, 'nash_distance_variance': 0.00966875}",blotto_vs_bots,blotto,0.0,0.0,True,1.0,4,8,qwen2_5_param_count_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215833_032b2a0_dirty,model_scale_subset,parallel_hhl,architecture,0.0,0,0.5,4
,0.18,,model_size_and_mixed_team_composition,,"{'variance_across_trials': 0.25, 'per_state_agreement': None, 'outcome_stability': 0.5, 'accuracy_variance': None, 'nash_distance_variance': 0.0029000000000000007}",blotto_vs_bots,blotto,0.0,0.0,True,1.0,4,8,qwen2_5_param_count_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215833_032b2a0_dirty,model_scale_subset,parallel_llh,architecture,0.0,0,0.5,4
,0.1325,,model_size_and_mixed_team_composition,,"{'variance_across_trials': 0.21484375, 'per_state_agreement': None, 'outcome_stability': 0.5, 'accuracy_variance': None, 'nash_distance_variance': 0.009118750000000002}",blotto_vs_bots,blotto,0.0,0.0,True,1.0,4,8,qwen2_5_param_count_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215833_032b2a0_dirty,model_scale_subset,hierarchical_lmh,architecture,0.125,1,0.375,3
,0.09875,,model_size_and_mixed_team_composition,,"{'variance_across_trials': 0.234375, 'per_state_agreement': None, 'outcome_stability': 0.625, 'accuracy_variance': None, 'nash_distance_variance': 0.0025359375}",blotto_vs_bots,blotto,0.0,0.0,True,1.0,5,8,qwen2_5_param_count_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215833_032b2a0_dirty,model_scale_subset,hierarchical_hhl,architecture,0.0,0,0.375,3
,0.1475,,model_size_and_mixed_team_composition,,"{'variance_across_trials': 0.21484375, 'per_state_agreement': None, 'outcome_stability': 0.5, 'accuracy_variance': None, 'nash_distance_variance': 0.01001875}",blotto_vs_bots,blotto,0.0,0.0,True,1.0,3,8,qwen2_5_param_count_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215833_032b2a0_dirty,model_scale_subset,hierarchical_llh,architecture,0.125,1,0.5,4
16679.6667,,0.8333333333333334,model_size_and_mixed_team_composition,16.67,"{'variance_across_trials': 0.0, 'per_state_agreement': 1.0, 'outcome_stability': 1.0, 'accuracy_variance': 0.0, 'nash_distance_variance': None}",connect4_oracle_accuracy,connect4,0.0,0.0,True,1.0,2,2,qwen2_5_param_count_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215833_032b2a0_dirty,model_scale_subset,parallel_lmh,architecture,0.0,0,0.0,0
9554.7,,0.6636363636363636,model_size_and_mixed_team_composition,33.635,"{'variance_across_trials': 0.0, 'per_state_agreement': 0.75, 'outcome_stability': 1.0, 'accuracy_variance': 40.513225000000006, 'nash_distance_variance': None}",connect4_oracle_accuracy,connect4,0.0,0.0,True,1.0,2,2,qwen2_5_param_count_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215833_032b2a0_dirty,model_scale_subset,parallel_hhl,architecture,0.0,0,0.0,0
14280.7143,,0.5714285714285714,model_size_and_mixed_team_composition,42.855000000000004,"{'variance_across_trials': 0.0, 'per_state_agreement': 0.75, 'outcome_stability': 1.0, 'accuracy_variance': 204.061225, 'nash_distance_variance': None}",connect4_oracle_accuracy,connect4,0.0,0.0,True,1.0,2,2,qwen2_5_param_count_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215833_032b2a0_dirty,model_scale_subset,parallel_llh,architecture,0.0,0,0.0,0
13920.72225,,0.8611111111111112,model_size_and_mixed_team_composition,13.89,"{'variance_across_trials': 0.0, 'per_state_agreement': 0.75, 'outcome_stability': 1.0, 'accuracy_variance': 7.728400000000006, 'nash_distance_variance': None}",connect4_oracle_accuracy,connect4,0.0,0.0,True,1.0,2,2,qwen2_5_param_count_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215833_032b2a0_dirty,model_scale_subset,hierarchical_lmh,architecture,0.0,0,0.0,0
13889.4769,,0.823076923076923,model_size_and_mixed_team_composition,17.69,"{'variance_across_trials': 0.0, 'per_state_agreement': 0.875, 'outcome_stability': 1.0, 'accuracy_variance': 5.336099999999998, 'nash_distance_variance': None}",connect4_oracle_accuracy,connect4,0.0,0.0,True,1.0,2,2,qwen2_5_param_count_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215833_032b2a0_dirty,model_scale_subset,hierarchical_hhl,architecture,0.0,0,0.0,0
15480.33335,,0.7619047619047619,model_size_and_mixed_team_composition,23.81,"{'variance_across_trials': 0.0, 'per_state_agreement': 0.8333333333333334, 'outcome_stability': 1.0, 'accuracy_variance': 90.6304, 'nash_distance_variance': None}",connect4_oracle_accuracy,connect4,0.0,0.0,True,1.0,2,2,qwen2_5_param_count_subset,structured_reasoning,structured_reasoning_v1,run_20260410_215833_032b2a0_dirty,model_scale_subset,hierarchical_llh,architecture,0.0,0,0.0,0
